{'exam_id': 'PHA20241109056', 'evaluator_id': '056VPEC', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 20, 'total_percentage': 0.8, 'result': 'True', 'filename': 'PHA20241109056_anonym_audio', 'start': 128, 'end': 200832, 'ex1_response-predicted': {'2': 0.25804540514945984, '3': 0.7419545650482178}, 'ex1_lexical-predicted': {'0': 0.11164018511772156, '1': 0.20193231105804443, '2': 0.316329687833786, '3': 0.3700978457927704}, 'ex1_grammar-predicted': {'0': 0.15791159868240356, '1': 0.24924996495246887, '2': 0.4301924407482147, '3': 0.16264604032039642}, 'ex2_response-predicted': {'1': 0.13804325461387634, '2': 0.41252365708351135, '3': 0.4494330585002899}, 'ex2_questions-predicted': {'0': 0.09747515618801117, '1': 0.11954575031995773, '2': 0.27324238419532776, '3': 0.5097367167472839}, 'ex2_lexical-predicted': {'0': 0.12199562788009644, '1': 0.23557651042938232, '2': 0.29751503467559814, '3': 0.3449128568172455}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.1629011482000351, '3': 0.5663641691207886, '4': 0.27073463797569275}, 'result-predicted': {'False': 0.24798743426799774, 'True': 0.7520125508308411}, 'ex2_grammar-predicted+prob': {'0': 3.4345239400863647, '1': 4.6333247274160385, '2': 8.5679652094841, '3': 6.3641862869262695}}
{'exam_id': 'PHA20241109083', 'evaluator_id': '003MSVR', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '4', 'total_score': 24, 'total_percentage': 0.96, 'result': 'True', 'filename': 'PHA20241109083_anonym_audio', 'start': 128, 'end': 92320, 'ex1_response-predicted': {'2': 0.25748491287231445, '3': 0.7425150871276855}, 'ex1_lexical-predicted': {'0': 0.1186293512582779, '1': 0.20059189200401306, '2': 0.3418436646461487, '3': 0.33893507719039917}, 'ex1_grammar-predicted': {'0': 0.1649753749370575, '1': 0.25589340925216675, '2': 0.411721408367157, '3': 0.16740979254245758}, 'ex2_response-predicted': {'1': 0.12954531610012054, '2': 0.41441693902015686, '3': 0.4560377895832062}, 'ex2_questions-predicted': {'0': 0.1046505868434906, '1': 0.1215747594833374, '2': 0.282014936208725, '3': 0.4917597472667694}, 'ex2_lexical-predicted': {'0': 0.12093745172023773, '1': 0.2145310938358307, '2': 0.2959080934524536, '3': 0.36862337589263916}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.15059752762317657, '3': 0.5878238081932068, '4': 0.26157861948013306}, 'result-predicted': {'False': 0.25534364581108093, 'True': 0.7446563243865967}, 'ex2_grammar-predicted+prob': {'0': 3.634027421474457, '1': 4.7239935249090195, '2': 10.009063005447388, '3': 6.632916048169136}}
{'exam_id': 'PHA20241109033', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 22, 'total_percentage': 0.88, 'result': 'True', 'filename': 'PHA20241109033_anonym_audio', 'start': 1760, 'end': 278000, 'ex1_response-predicted': {'2': 0.2339687943458557, '3': 0.7660312056541443}, 'ex1_lexical-predicted': {'0': 0.12606149911880493, '1': 0.16238072514533997, '2': 0.34158483147621155, '3': 0.36997300386428833}, 'ex1_grammar-predicted': {'0': 0.15422934293746948, '1': 0.22880040109157562, '2': 0.454746276140213, '3': 0.16222397983074188}, 'ex2_response-predicted': {'1': 0.12563936412334442, '2': 0.40835079550743103, '3': 0.46600979566574097}, 'ex2_questions-predicted': {'0': 0.08621715754270554, '1': 0.10840488970279694, '2': 0.24972137808799744, '3': 0.5556566119194031}, 'ex2_lexical-predicted': {'0': 0.11103935539722443, '1': 0.18953102827072144, '2': 0.3169401288032532, '3': 0.38248950242996216}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.16471198201179504, '3': 0.5496471524238586, '4': 0.2856408953666687}, 'result-predicted': {'False': 0.20930802822113037, 'True': 0.7906919717788696}, 'ex2_grammar-predicted+prob': {'0': 2.0214272290468216, '1': 2.5481405407190323, '2': 6.29680523276329, '3': 4.133627027273178}}
{'exam_id': 'PHA20241109019', 'evaluator_id': '228IPAN', 'ex1_response': '2', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '2', 'ex2_lexical': '0', 'ex2_grammar': '0', 'ex12_phoninter': '3', 'total_score': 11, 'total_percentage': 0.44, 'result': 'False', 'filename': 'PHA20241109019_anonym_audio', 'start': 6128, 'end': 244368, 'ex1_response-predicted': {'2': 0.2549724578857422, '3': 0.7450275421142578}, 'ex1_lexical-predicted': {'0': 0.11930869519710541, '1': 0.16889013350009918, '2': 0.3660639226436615, '3': 0.3457372486591339}, 'ex1_grammar-predicted': {'0': 0.16865426301956177, '1': 0.21573349833488464, '2': 0.4564395844936371, '3': 0.1591726541519165}, 'ex2_response-predicted': {'1': 0.14056278765201569, '2': 0.4025826156139374, '3': 0.45685461163520813}, 'ex2_questions-predicted': {'0': 0.08637607842683792, '1': 0.1125456690788269, '2': 0.27170228958129883, '3': 0.5293760299682617}, 'ex2_lexical-predicted': {'0': 0.12110960483551025, '1': 0.18634581565856934, '2': 0.3355392515659332, '3': 0.3570052981376648}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.17105641961097717, '3': 0.5661000609397888, '4': 0.262843519449234}, 'result-predicted': {'False': 0.2221933901309967, 'True': 0.7778065800666809}, 'ex2_grammar-predicted+prob': {'0': 5.526641681790352, '1': 6.955873861908913, '2': 15.20262685418129, '3': 10.31485778093338}}
{'exam_id': 'PHA20241109014', 'evaluator_id': '241TSTO', 'ex1_response': '3', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '2', 'ex2_lexical': '1', 'ex2_grammar': '1', 'ex12_phoninter': '2', 'total_score': 13, 'total_percentage': 0.52, 'result': 'False', 'filename': 'PHA20241109014_anonym_audio', 'start': 128, 'end': 247600, 'ex1_response-predicted': {'2': 0.25178566575050354, '3': 0.7482143044471741}, 'ex1_lexical-predicted': {'0': 0.12148123234510422, '1': 0.16753141582012177, '2': 0.3534107208251953, '3': 0.3575766086578369}, 'ex1_grammar-predicted': {'0': 0.16605640947818756, '1': 0.22032828629016876, '2': 0.4587203562259674, '3': 0.15489499270915985}, 'ex2_response-predicted': {'1': 0.1387939453125, '2': 0.4116397798061371, '3': 0.4495663046836853}, 'ex2_questions-predicted': {'0': 0.08474019914865494, '1': 0.11403040587902069, '2': 0.25615718960762024, '3': 0.5450721979141235}, 'ex2_lexical-predicted': {'0': 0.11161991953849792, '1': 0.19026629626750946, '2': 0.32726916670799255, '3': 0.3708445727825165}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.16531512141227722, '3': 0.5647420883178711, '4': 0.2699427902698517}, 'result-predicted': {'False': 0.22253113985061646, 'True': 0.7774689197540283}, 'ex2_grammar-predicted+prob': {'0': 3.929136499762535, '1': 4.879866987466812, '2': 11.484557390213013, '3': 7.706438899040222}}
{'exam_id': 'PHA20241109064', 'evaluator_id': '003MSVR', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 22, 'total_percentage': 0.88, 'result': 'True', 'filename': 'PHA20241109064_anonym_audio', 'start': 128, 'end': 302112, 'ex1_response-predicted': {'2': 0.2419816553592682, '3': 0.7580183744430542}, 'ex1_lexical-predicted': {'0': 0.13174766302108765, '1': 0.18504704535007477, '2': 0.341143935918808, '3': 0.3420613408088684}, 'ex1_grammar-predicted': {'0': 0.16258229315280914, '1': 0.267987459897995, '2': 0.42845189571380615, '3': 0.14097832143306732}, 'ex2_response-predicted': {'1': 0.12379729002714157, '2': 0.4282093942165375, '3': 0.44799333810806274}, 'ex2_questions-predicted': {'0': 0.09878070652484894, '1': 0.10397721081972122, '2': 0.25509417057037354, '3': 0.5421479940414429}, 'ex2_lexical-predicted': {'0': 0.1189037337899208, '1': 0.1874275505542755, '2': 0.34196579456329346, '3': 0.3517029285430908}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.15571187436580658, '3': 0.6063045263290405, '4': 0.2379835993051529}, 'result-predicted': {'False': 0.22901752591133118, 'True': 0.7709825038909912}, 'ex2_grammar-predicted+prob': {'0': 2.826653279364109, '1': 3.7015608102083206, '2': 7.843066692352295, '3': 5.628719002008438}}
{'exam_id': 'PHA20241109072', 'evaluator_id': '003MSVR', 'ex1_response': '2', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '1', 'ex2_lexical': '1', 'ex2_grammar': '1', 'ex12_phoninter': '2', 'total_score': 11, 'total_percentage': 0.44, 'result': 'False', 'filename': 'PHA20241109072_anonym_audio', 'start': 268720, 'end': 575168, 'ex1_response-predicted': {'2': 0.32119378447532654, '3': 0.6788061857223511}, 'ex1_lexical-predicted': {'0': 0.13715699315071106, '1': 0.18375560641288757, '2': 0.37575551867485046, '3': 0.30333182215690613}, 'ex1_grammar-predicted': {'0': 0.17258386313915253, '1': 0.24741874635219574, '2': 0.4080864191055298, '3': 0.17191103100776672}, 'ex2_response-predicted': {'1': 0.13908544182777405, '2': 0.4744419455528259, '3': 0.3864726722240448}, 'ex2_questions-predicted': {'0': 0.12968797981739044, '1': 0.13341327011585236, '2': 0.3166222870349884, '3': 0.420276403427124}, 'ex2_lexical-predicted': {'0': 0.13336263597011566, '1': 0.2207249104976654, '2': 0.3462543189525604, '3': 0.2996581494808197}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.21214668452739716, '3': 0.5657967329025269, '4': 0.2220565676689148}, 'result-predicted': {'False': 0.29093047976493835, 'True': 0.7090694904327393}, 'ex2_grammar-predicted+prob': {'0': 3.6402370780706406, '1': 4.955998182296753, '2': 7.803966850042343, '3': 5.59979784488678}}
{'exam_id': 'PHA20241109024', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 21, 'total_percentage': 0.84, 'result': 'True', 'filename': 'PHA20241109024_anonym_audio', 'start': 10928, 'end': 271232, 'ex1_response-predicted': {'2': 0.34334173798561096, '3': 0.6566582322120667}, 'ex1_lexical-predicted': {'0': 0.1330767422914505, '1': 0.21404285728931427, '2': 0.3152073323726654, '3': 0.3376731276512146}, 'ex1_grammar-predicted': {'0': 0.1744217723608017, '1': 0.27157148718833923, '2': 0.37223783135414124, '3': 0.18176889419555664}, 'ex2_response-predicted': {'1': 0.15863476693630219, '2': 0.4922214448451996, '3': 0.3491438031196594}, 'ex2_questions-predicted': {'0': 0.10394296795129776, '1': 0.12920129299163818, '2': 0.2831677496433258, '3': 0.48368796706199646}, 'ex2_lexical-predicted': {'0': 0.1409817934036255, '1': 0.21011996269226074, '2': 0.32508277893066406, '3': 0.3238154351711273}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.20670615136623383, '3': 0.5372031927108765, '4': 0.2560906708240509}, 'result-predicted': {'False': 0.3070982098579407, 'True': 0.6929017901420593}, 'ex2_grammar-predicted+prob': {'0': 2.943869650363922, '1': 3.806586280465126, '2': 7.710049510002136, '3': 5.539494723081589}}
{'exam_id': 'PHA20241109004', 'evaluator_id': '241TSTO', 'ex1_response': '2', 'ex1_lexical': '0', 'ex1_grammar': '0', 'ex2_response': '3', 'ex2_questions': '2', 'ex2_lexical': '0', 'ex2_grammar': '0', 'ex12_phoninter': '3', 'total_score': 10, 'total_percentage': 0.4, 'result': 'False', 'filename': 'PHA20241109004_anonym_audio', 'start': 128, 'end': 312560, 'ex1_response-predicted': {'2': 0.25173965096473694, '3': 0.7482603192329407}, 'ex1_lexical-predicted': {'0': 0.09356486052274704, '1': 0.19048860669136047, '2': 0.37892431020736694, '3': 0.33702224493026733}, 'ex1_grammar-predicted': {'0': 0.14858101308345795, '1': 0.27401718497276306, '2': 0.4007419943809509, '3': 0.17665983736515045}, 'ex2_response-predicted': {'1': 0.11388630419969559, '2': 0.42251962423324585, '3': 0.4635940492153168}, 'ex2_questions-predicted': {'0': 0.08809822052717209, '1': 0.09089475870132446, '2': 0.2595680058002472, '3': 0.5614389777183533}, 'ex2_lexical-predicted': {'0': 0.09842661768198013, '1': 0.21249832212924957, '2': 0.297311395406723, '3': 0.39176374673843384}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.16296976804733276, '3': 0.5772140622138977, '4': 0.2598161995410919}, 'result-predicted': {'False': 0.2113354206085205, 'True': 0.7886645793914795}, 'ex2_grammar-predicted+prob': {'0': 5.016533233225346, '1': 7.265650436282158, '2': 16.205421537160873, '3': 9.5123949944973}}
{'exam_id': 'PHA20241109057', 'evaluator_id': '008JHYK', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 22, 'total_percentage': 0.88, 'result': 'True', 'filename': 'PHA20241109057_anonym_audio', 'start': 128, 'end': 295584, 'ex1_response-predicted': {'2': 0.24050693213939667, '3': 0.7594931125640869}, 'ex1_lexical-predicted': {'0': 0.08896462619304657, '1': 0.17619448900222778, '2': 0.3635633885860443, '3': 0.37127748131752014}, 'ex1_grammar-predicted': {'0': 0.1411602944135666, '1': 0.24592112004756927, '2': 0.4318421483039856, '3': 0.18107648193836212}, 'ex2_response-predicted': {'1': 0.11881157755851746, '2': 0.4111647307872772, '3': 0.47002366185188293}, 'ex2_questions-predicted': {'0': 0.08393245190382004, '1': 0.09022241830825806, '2': 0.25002604722976685, '3': 0.5758190751075745}, 'ex2_lexical-predicted': {'0': 0.09971661865711212, '1': 0.200911283493042, '2': 0.29365643858909607, '3': 0.4057157039642334}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.15547345578670502, '3': 0.5686982870101929, '4': 0.27582821249961853}, 'result-predicted': {'False': 0.20204928517341614, 'True': 0.7979507446289062}, 'ex2_grammar-predicted+prob': {'0': 2.2296190559864044, '1': 3.2294044345617294, '2': 7.808404207229614, '3': 4.732572436332703}}
{'exam_id': 'PHA20241109001', 'evaluator_id': '241TSTO', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '4', 'total_score': 23, 'total_percentage': 0.92, 'result': 'True', 'filename': 'PHA20241109001_anonym_audio', 'start': 128, 'end': 217168, 'ex1_response-predicted': {'2': 0.2433725893497467, '3': 0.7566273808479309}, 'ex1_lexical-predicted': {'0': 0.09752827137708664, '1': 0.19646017253398895, '2': 0.36618560552597046, '3': 0.3398258686065674}, 'ex1_grammar-predicted': {'0': 0.15796467661857605, '1': 0.2780839800834656, '2': 0.39134830236434937, '3': 0.172603040933609}, 'ex2_response-predicted': {'1': 0.12143292278051376, '2': 0.43676328659057617, '3': 0.44180384278297424}, 'ex2_questions-predicted': {'0': 0.09723173826932907, '1': 0.09857020527124405, '2': 0.25736257433891296, '3': 0.5468354821205139}, 'ex2_lexical-predicted': {'0': 0.1038285344839096, '1': 0.217148095369339, '2': 0.3143184781074524, '3': 0.3647048771381378}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.181217759847641, '3': 0.5640807151794434, '4': 0.25470155477523804}, 'result-predicted': {'False': 0.22354651987552643, 'True': 0.7764534950256348}, 'ex2_grammar-predicted+prob': {'0': 3.618560843169689, '1': 5.20015974342823, '2': 11.937091410160065, '3': 7.244188085198402}}
{'exam_id': 'PHA20241109002', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '3', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '4', 'total_score': 25, 'total_percentage': 1.0, 'result': 'True', 'filename': 'PHA20241109002_anonym_audio', 'start': 2032, 'end': 321296, 'ex1_response-predicted': {'2': 0.2343190312385559, '3': 0.7656809687614441}, 'ex1_lexical-predicted': {'0': 0.0968158021569252, '1': 0.18941736221313477, '2': 0.3696860074996948, '3': 0.3440808355808258}, 'ex1_grammar-predicted': {'0': 0.14614704251289368, '1': 0.27003881335258484, '2': 0.406491219997406, '3': 0.17732292413711548}, 'ex2_response-predicted': {'1': 0.11442597210407257, '2': 0.44067901372909546, '3': 0.4448949992656708}, 'ex2_questions-predicted': {'0': 0.08698207885026932, '1': 0.08839501440525055, '2': 0.24198980629444122, '3': 0.5826330780982971}, 'ex2_lexical-predicted': {'0': 0.09788192063570023, '1': 0.21064627170562744, '2': 0.3005421757698059, '3': 0.39092960953712463}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.16318267583847046, '3': 0.5747317671775818, '4': 0.26208552718162537}, 'result-predicted': {'False': 0.21967211365699768, 'True': 0.7803278565406799}, 'ex2_grammar-predicted+prob': {'0': 2.1569878235459328, '1': 3.108158379793167, '2': 7.289122670888901, '3': 4.445731163024902}}
{'exam_id': 'PHA20241109053', 'evaluator_id': '056VPEC', 'ex1_response': '2', 'ex1_lexical': '0', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '1', 'ex2_lexical': '1', 'ex2_grammar': '1', 'ex12_phoninter': '3', 'total_score': 11, 'total_percentage': 0.44, 'result': 'False', 'filename': 'PHA20241109053_anonym_audio', 'start': 128, 'end': 314496, 'ex1_response-predicted': {'2': 0.24798743426799774, '3': 0.7520125508308411}, 'ex1_lexical-predicted': {'0': 0.10815828293561935, '1': 0.18099841475486755, '2': 0.3571571409702301, '3': 0.35368624329566956}, 'ex1_grammar-predicted': {'0': 0.16101767122745514, '1': 0.22121630609035492, '2': 0.4361979365348816, '3': 0.1815681755542755}, 'ex2_response-predicted': {'1': 0.1259821057319641, '2': 0.394837349653244, '3': 0.4791805148124695}, 'ex2_questions-predicted': {'0': 0.10170378535985947, '1': 0.10457416623830795, '2': 0.24498939514160156, '3': 0.5487326979637146}, 'ex2_lexical-predicted': {'0': 0.10509266704320908, '1': 0.20721711218357086, '2': 0.2974141836166382, '3': 0.3902760446071625}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.15458768606185913, '3': 0.5831230282783508, '4': 0.26228928565979004}, 'result-predicted': {'False': 0.22346177697181702, 'True': 0.7765381932258606}, 'ex2_grammar-predicted+prob': {'0': 5.868654280900955, '1': 6.317782938480377, '2': 14.380174309015274, '3': 10.433388352394104}}
{'exam_id': 'PHA20241109066', 'evaluator_id': '003MSVR', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '3', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '4', 'total_score': 25, 'total_percentage': 1.0, 'result': 'True', 'filename': 'PHA20241109066_anonym_audio', 'start': 128, 'end': 294688, 'ex1_response-predicted': {'2': 0.24476894736289978, '3': 0.7552310228347778}, 'ex1_lexical-predicted': {'0': 0.10679484903812408, '1': 0.1839851588010788, '2': 0.3575966954231262, '3': 0.35162320733070374}, 'ex1_grammar-predicted': {'0': 0.1642383337020874, '1': 0.23948369920253754, '2': 0.41960209608078003, '3': 0.17667584121227264}, 'ex2_response-predicted': {'1': 0.12668541073799133, '2': 0.39145901799201965, '3': 0.481855571269989}, 'ex2_questions-predicted': {'0': 0.10325074940919876, '1': 0.10549303144216537, '2': 0.2470817267894745, '3': 0.5441744923591614}, 'ex2_lexical-predicted': {'0': 0.1093907281756401, '1': 0.20323683321475983, '2': 0.3105618953704834, '3': 0.37681055068969727}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.16468723118305206, '3': 0.5571297407150269, '4': 0.2781829833984375}, 'result-predicted': {'False': 0.22354651987552643, 'True': 0.7764534950256348}, 'ex2_grammar-predicted+prob': {'0': 4.416734114289284, '1': 4.958408907055855, '2': 10.96034586429596, '3': 8.664511024951935}}
{'exam_id': 'PHA20241109048', 'evaluator_id': '056VPEC', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '3', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '4', 'total_score': 24, 'total_percentage': 0.96, 'result': 'True', 'filename': 'PHA20241109048_anonym_audio', 'start': 128, 'end': 204000, 'ex1_response-predicted': {'2': 0.24104245007038116, '3': 0.7589575052261353}, 'ex1_lexical-predicted': {'0': 0.11863625049591064, '1': 0.17774662375450134, '2': 0.34656959772109985, '3': 0.35704749822616577}, 'ex1_grammar-predicted': {'0': 0.16189977526664734, '1': 0.25607582926750183, '2': 0.42364320158958435, '3': 0.15838120877742767}, 'ex2_response-predicted': {'1': 0.11804644018411636, '2': 0.44506773352622986, '3': 0.4368857741355896}, 'ex2_questions-predicted': {'0': 0.07675005495548248, '1': 0.10429199784994125, '2': 0.2366955578327179, '3': 0.582262396812439}, 'ex2_lexical-predicted': {'0': 0.11611991375684738, '1': 0.2021368145942688, '2': 0.3210873603820801, '3': 0.36065587401390076}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.15318663418293, '3': 0.5883724093437195, '4': 0.2584409713745117}, 'result-predicted': {'False': 0.21841919422149658, 'True': 0.7815808057785034}, 'ex2_grammar-predicted+prob': {'0': 3.3071500957012177, '1': 4.231052473187447, '2': 9.239673107862473, '3': 6.222124516963959}}
{'exam_id': 'PHA20241109037', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '2', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '4', 'total_score': 23, 'total_percentage': 0.92, 'result': 'True', 'filename': 'PHA20241109037_anonym_audio', 'start': 128, 'end': 314752, 'ex1_response-predicted': {'2': 0.26478591561317444, '3': 0.735214114189148}, 'ex1_lexical-predicted': {'0': 0.11987316608428955, '1': 0.1905306577682495, '2': 0.34357750415802, '3': 0.3460187017917633}, 'ex1_grammar-predicted': {'0': 0.16542048752307892, '1': 0.25761955976486206, '2': 0.4101199507713318, '3': 0.166840061545372}, 'ex2_response-predicted': {'1': 0.11823393404483795, '2': 0.418459951877594, '3': 0.4633060395717621}, 'ex2_questions-predicted': {'0': 0.07968684285879135, '1': 0.10520770400762558, '2': 0.2513348460197449, '3': 0.563770592212677}, 'ex2_lexical-predicted': {'0': 0.1194048821926117, '1': 0.19334067404270172, '2': 0.32267987728118896, '3': 0.3645745515823364}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.1669553965330124, '3': 0.562326192855835, '4': 0.27071842551231384}, 'result-predicted': {'False': 0.22721201181411743, 'True': 0.7727879881858826}, 'ex2_grammar-predicted+prob': {'0': 3.684188261628151, '1': 4.433457970619202, '2': 9.414149343967438, '3': 6.46820455789566}}
{'exam_id': 'PHA20241109041', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 22, 'total_percentage': 0.88, 'result': 'True', 'filename': 'PHA20241109041_anonym_audio', 'start': 128, 'end': 315840, 'ex1_response-predicted': {'2': 0.2401503473520279, '3': 0.7598496675491333}, 'ex1_lexical-predicted': {'0': 0.11959773302078247, '1': 0.1976170688867569, '2': 0.33468395471572876, '3': 0.3481012284755707}, 'ex1_grammar-predicted': {'0': 0.1616295576095581, '1': 0.25412386655807495, '2': 0.42500627040863037, '3': 0.15924032032489777}, 'ex2_response-predicted': {'1': 0.1222284734249115, '2': 0.43567129969596863, '3': 0.4421001970767975}, 'ex2_questions-predicted': {'0': 0.0835404023528099, '1': 0.10863848030567169, '2': 0.25123900175094604, '3': 0.5565821528434753}, 'ex2_lexical-predicted': {'0': 0.1192835345864296, '1': 0.2034786194562912, '2': 0.31480780243873596, '3': 0.36243000626564026}, 'ex2_grammar-predicted': '2', 'ex12_phoninter-predicted': {'2': 0.17234116792678833, '3': 0.559866726398468, '4': 0.26779210567474365}, 'result-predicted': {'False': 0.2308330535888672, 'True': 0.7691669464111328}, 'ex2_grammar-predicted+prob': {'0': 3.1934821605682373, '1': 4.072687774896622, '2': 8.842365950345993, '3': 5.89146426320076}}
Predictions:
['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']
Truths:
['3', '2', '2', '2', '2', '1', '1', '0', '3', '2', '0', '3', '3', '2', '3', '2', '1', '2', '2', '0', '1', '3', '2', '2', '3', '2', '2', '3', '2', '3', '2', '2', '1', '2', '1', '1', '1', '3', '3', '2', '2', '2', '3', '1', '2', '0', '2', '2', '3', '2', '2', '3', '2', '1', '2', '3', '3', '0', '1', '2', '2', '3', '2', '1', '2', '3', '2', '2', '0', '3', '3', '3', '2', '2', '1', '3', '3', '2', '3', '3']
              precision    recall  f1-score   support

           0       0.00      0.00      0.00         6
           1       0.00      0.00      0.00        13
           2       0.45      1.00      0.62        36
           3       0.00      0.00      0.00        25

    accuracy                           0.45        80
   macro avg       0.11      0.25      0.16        80
weighted avg       0.20      0.45      0.28        80

