{'exam_id': 'PHA20241109056', 'evaluator_id': '056VPEC', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 20, 'total_percentage': 0.8, 'result': 'True', 'filename': 'PHA20241109056_anonym_audio', 'start': 128, 'end': 200832, 'ex1_response-predicted': {'2': 0.25804540514945984, '3': 0.7419545650482178}, 'ex1_lexical-predicted': {'0': 0.11164018511772156, '1': 0.20193231105804443, '2': 0.316329687833786, '3': 0.3700978457927704}, 'ex1_grammar-predicted': {'0': 0.15791159868240356, '1': 0.24924996495246887, '2': 0.4301924407482147, '3': 0.16264604032039642}, 'ex2_response-predicted': {'1': 0.13804325461387634, '2': 0.41252365708351135, '3': 0.4494330585002899}, 'ex2_questions-predicted': {'0': 0.09747515618801117, '1': 0.11954575031995773, '2': 0.27324238419532776, '3': 0.5097367167472839}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.13571622967720032, '1': 0.1980573982000351, '2': 0.3896518647670746, '3': 0.2765745222568512}, 'ex12_phoninter-predicted': {'2': 0.1629011482000351, '3': 0.5663641691207886, '4': 0.27073463797569275}, 'result-predicted': {'False': 0.24798743426799774, 'True': 0.7520125508308411}, 'ex2_lexical-predicted+prob': {'0': 2.8179278448224068, '1': 5.2934523075819016, '2': 6.966113120317459, '3': 7.922506779432297}}
{'exam_id': 'PHA20241109016', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 21, 'total_percentage': 0.84, 'result': 'True', 'filename': 'PHA20241109016_anonym_audio', 'start': 128, 'end': 198064, 'ex1_response-predicted': {'2': 0.2979804277420044, '3': 0.7020196318626404}, 'ex1_lexical-predicted': {'0': 0.1382487267255783, '1': 0.2131458818912506, '2': 0.3284987211227417, '3': 0.3201065957546234}, 'ex1_grammar-predicted': {'0': 0.17490412294864655, '1': 0.2508446276187897, '2': 0.39242419600486755, '3': 0.181827113032341}, 'ex2_response-predicted': {'1': 0.14861899614334106, '2': 0.43109452724456787, '3': 0.42028653621673584}, 'ex2_questions-predicted': {'0': 0.12593436241149902, '1': 0.10984192043542862, '2': 0.3040246069431305, '3': 0.46019917726516724}, 'ex2_lexical-predicted': '2', 'ex2_grammar-predicted': {'0': 0.15577875077724457, '1': 0.23146596550941467, '2': 0.36157798767089844, '3': 0.25117725133895874}, 'ex12_phoninter-predicted': {'2': 0.1864292174577713, '3': 0.539187490940094, '4': 0.2743833363056183}, 'result-predicted': {'False': 0.2962977886199951, 'True': 0.7037022113800049}, 'ex2_lexical-predicted+prob': {'0': 4.441585958003998, '1': 6.5225116312503815, '2': 10.869816809892654, '3': 10.166085749864578}}
{'exam_id': 'PHA20241109086', 'evaluator_id': '272AHAL', 'ex1_response': '2', 'ex1_lexical': '1', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '1', 'ex2_grammar': '2', 'ex12_phoninter': '3', 'total_score': 16, 'total_percentage': 0.64, 'result': 'True', 'filename': 'PHA20241109086_anonym_audio', 'start': 128, 'end': 281392, 'ex1_response-predicted': {'2': 0.24139997363090515, '3': 0.7585999965667725}, 'ex1_lexical-predicted': {'0': 0.12782026827335358, '1': 0.17633797228336334, '2': 0.34660425782203674, '3': 0.34923744201660156}, 'ex1_grammar-predicted': {'0': 0.15710008144378662, '1': 0.24845382571220398, '2': 0.43112775683403015, '3': 0.16331833600997925}, 'ex2_response-predicted': {'1': 0.12678177654743195, '2': 0.39870399236679077, '3': 0.4745141863822937}, 'ex2_questions-predicted': {'0': 0.09466369450092316, '1': 0.10653724521398544, '2': 0.27132272720336914, '3': 0.5274763107299805}, 'ex2_lexical-predicted': '2', 'ex2_grammar-predicted': {'0': 0.13284237682819366, '1': 0.191686749458313, '2': 0.40362706780433655, '3': 0.271843820810318}, 'ex12_phoninter-predicted': {'2': 0.17124056816101074, '3': 0.5295224785804749, '4': 0.2992369830608368}, 'result-predicted': {'False': 0.22270014882087708, 'True': 0.7772998809814453}, 'ex2_lexical-predicted+prob': {'0': 4.061073794960976, '1': 5.789949119091034, '2': 9.673881977796555, '3': 9.475095361471176}}
{'exam_id': 'PHA20241109021', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '3', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '3', 'ex2_grammar': '3', 'ex12_phoninter': '3', 'total_score': 24, 'total_percentage': 0.96, 'result': 'True', 'filename': 'PHA20241109021_anonym_audio', 'start': 2832, 'end': 277856, 'ex1_response-predicted': {'2': 0.2749350070953369, '3': 0.7250649929046631}, 'ex1_lexical-predicted': {'0': 0.12954531610012054, '1': 0.20226673781871796, '2': 0.3331559896469116, '3': 0.33503198623657227}, 'ex1_grammar-predicted': {'0': 0.17027181386947632, '1': 0.25405287742614746, '2': 0.40885990858078003, '3': 0.16681545972824097}, 'ex2_response-predicted': {'1': 0.13318048417568207, '2': 0.41770341992378235, '3': 0.4491160809993744}, 'ex2_questions-predicted': {'0': 0.11273957043886185, '1': 0.10518749803304672, '2': 0.2945019006729126, '3': 0.48757097125053406}, 'ex2_lexical-predicted': '2', 'ex2_grammar-predicted': {'0': 0.14599843323230743, '1': 0.21916961669921875, '2': 0.3830614984035492, '3': 0.2517704665660858}, 'ex12_phoninter-predicted': {'2': 0.17865480482578278, '3': 0.5336252450942993, '4': 0.2877199053764343}, 'result-predicted': {'False': 0.2577650845050812, 'True': 0.7422349452972412}, 'ex2_lexical-predicted+prob': {'0': 2.912837840616703, '1': 4.291437432169914, '2': 7.076618522405624, '3': 6.719106018543243}}
{'exam_id': 'PHA20241109087', 'evaluator_id': '272AHAL', 'ex1_response': '2', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '1', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '2', 'ex12_phoninter': '3', 'total_score': 17, 'total_percentage': 0.68, 'result': 'True', 'filename': 'PHA20241109087_anonym_audio', 'start': 448, 'end': 283696, 'ex1_response-predicted': {'2': 0.22953520715236664, '3': 0.7704647779464722}, 'ex1_lexical-predicted': {'0': 0.10533474385738373, '1': 0.19843153655529022, '2': 0.3351619839668274, '3': 0.36107179522514343}, 'ex1_grammar-predicted': {'0': 0.15386128425598145, '1': 0.2488590031862259, '2': 0.43341514468193054, '3': 0.16386447846889496}, 'ex2_response-predicted': {'1': 0.11762899905443192, '2': 0.4142910838127136, '3': 0.46807995438575745}, 'ex2_questions-predicted': {'0': 0.09218102693557739, '1': 0.1122279018163681, '2': 0.2674519121646881, '3': 0.5281391143798828}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.14152295887470245, '1': 0.18543894588947296, '2': 0.40612509846687317, '3': 0.26691293716430664}, 'ex12_phoninter-predicted': {'2': 0.14079691469669342, '3': 0.5942261219024658, '4': 0.2649769186973572}, 'result-predicted': {'False': 0.24148939549922943, 'True': 0.7585106492042542}, 'ex2_lexical-predicted+prob': {'0': 3.618831843137741, '1': 6.6494948118925095, '2': 9.956237852573395, '3': 12.775435626506805}}
{'exam_id': 'PHA20241109030', 'evaluator_id': '228IPAN', 'ex1_response': '2', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '1', 'ex12_phoninter': '2', 'total_score': 16, 'total_percentage': 0.64, 'result': 'True', 'filename': 'PHA20241109030_anonym_audio', 'start': 128, 'end': 268144, 'ex1_response-predicted': {'2': 0.23528404533863068, '3': 0.7647159099578857}, 'ex1_lexical-predicted': {'0': 0.11333707720041275, '1': 0.19645141065120697, '2': 0.33630308508872986, '3': 0.3539084196090698}, 'ex1_grammar-predicted': {'0': 0.16690826416015625, '1': 0.2607628107070923, '2': 0.40928712487220764, '3': 0.1630418300628662}, 'ex2_response-predicted': {'1': 0.12576857209205627, '2': 0.4230871796607971, '3': 0.4511442482471466}, 'ex2_questions-predicted': {'0': 0.09292657673358917, '1': 0.11486112326383591, '2': 0.2806977331638336, '3': 0.5115146040916443}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.15280812978744507, '1': 0.18745310604572296, '2': 0.39625734090805054, '3': 0.26348140835762024}, 'ex12_phoninter-predicted': {'2': 0.14199891686439514, '3': 0.5911613702774048, '4': 0.26683977246284485}, 'result-predicted': {'False': 0.2546016275882721, 'True': 0.7453983426094055}, 'ex2_lexical-predicted+prob': {'0': 3.3136206045746803, '1': 6.168643936514854, '2': 8.910662055015564, '3': 11.607073336839676}}
{'exam_id': 'PHA20241109076', 'evaluator_id': '272AHAL', 'ex1_response': '3', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '2', 'ex12_phoninter': '4', 'total_score': 18, 'total_percentage': 0.72, 'result': 'True', 'filename': 'PHA20241109076_anonym_audio', 'start': 128, 'end': 297536, 'ex1_response-predicted': {'2': 0.22962157428264618, '3': 0.7703784704208374}, 'ex1_lexical-predicted': {'0': 0.10691075026988983, '1': 0.1826845407485962, '2': 0.360968679189682, '3': 0.3494360148906708}, 'ex1_grammar-predicted': {'0': 0.1387430876493454, '1': 0.24958068132400513, '2': 0.4436240494251251, '3': 0.16805215179920197}, 'ex2_response-predicted': {'1': 0.11016899347305298, '2': 0.38953545689582825, '3': 0.5002955794334412}, 'ex2_questions-predicted': {'0': 0.08689755201339722, '1': 0.10915372520685196, '2': 0.26483574509620667, '3': 0.5391129851341248}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.13736268877983093, '1': 0.17556092143058777, '2': 0.401764839887619, '3': 0.2853115499019623}, 'ex12_phoninter-predicted': {'2': 0.12840290367603302, '3': 0.6021960973739624, '4': 0.2694009840488434}, 'result-predicted': {'False': 0.21667379140853882, 'True': 0.783326268196106}, 'ex2_lexical-predicted+prob': {'0': 2.472610831260681, '1': 4.558015525341034, '2': 6.844474285840988, '3': 9.124899297952652}}
{'exam_id': 'PHA20241109019', 'evaluator_id': '228IPAN', 'ex1_response': '2', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '2', 'ex2_lexical': '0', 'ex2_grammar': '0', 'ex12_phoninter': '3', 'total_score': 11, 'total_percentage': 0.44, 'result': 'False', 'filename': 'PHA20241109019_anonym_audio', 'start': 6128, 'end': 244368, 'ex1_response-predicted': {'2': 0.2549724578857422, '3': 0.7450275421142578}, 'ex1_lexical-predicted': {'0': 0.11930869519710541, '1': 0.16889013350009918, '2': 0.3660639226436615, '3': 0.3457372486591339}, 'ex1_grammar-predicted': {'0': 0.16865426301956177, '1': 0.21573349833488464, '2': 0.4564395844936371, '3': 0.1591726541519165}, 'ex2_response-predicted': {'1': 0.14056278765201569, '2': 0.4025826156139374, '3': 0.45685461163520813}, 'ex2_questions-predicted': {'0': 0.08637607842683792, '1': 0.1125456690788269, '2': 0.27170228958129883, '3': 0.5293760299682617}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.14932847023010254, '1': 0.18144862353801727, '2': 0.4024631083011627, '3': 0.26675981283187866}, 'ex12_phoninter-predicted': {'2': 0.17105641961097717, '3': 0.5661000609397888, '4': 0.262843519449234}, 'result-predicted': {'False': 0.2221933901309967, 'True': 0.7778065800666809}, 'ex2_lexical-predicted+prob': {'0': 4.567449927330017, '1': 7.318308964371681, '2': 12.160605430603027, '3': 13.953635603189468}}
{'exam_id': 'PHA20241109014', 'evaluator_id': '241TSTO', 'ex1_response': '3', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '2', 'ex2_lexical': '1', 'ex2_grammar': '1', 'ex12_phoninter': '2', 'total_score': 13, 'total_percentage': 0.52, 'result': 'False', 'filename': 'PHA20241109014_anonym_audio', 'start': 128, 'end': 247600, 'ex1_response-predicted': {'2': 0.25178566575050354, '3': 0.7482143044471741}, 'ex1_lexical-predicted': {'0': 0.12148123234510422, '1': 0.16753141582012177, '2': 0.3534107208251953, '3': 0.3575766086578369}, 'ex1_grammar-predicted': {'0': 0.16605640947818756, '1': 0.22032828629016876, '2': 0.4587203562259674, '3': 0.15489499270915985}, 'ex2_response-predicted': {'1': 0.1387939453125, '2': 0.4116397798061371, '3': 0.4495663046836853}, 'ex2_questions-predicted': {'0': 0.08474019914865494, '1': 0.11403040587902069, '2': 0.25615718960762024, '3': 0.5450721979141235}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.14160966873168945, '1': 0.1810552030801773, '2': 0.41277337074279785, '3': 0.2645617127418518}, 'ex12_phoninter-predicted': {'2': 0.16531512141227722, '3': 0.5647420883178711, '4': 0.2699427902698517}, 'result-predicted': {'False': 0.22253113985061646, 'True': 0.7774689197540283}, 'ex2_lexical-predicted+prob': {'0': 3.308878682553768, '1': 5.397528409957886, '2': 8.78089764714241, '3': 10.5126953125}}
{'exam_id': 'PHA20241109072', 'evaluator_id': '003MSVR', 'ex1_response': '2', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '1', 'ex2_lexical': '1', 'ex2_grammar': '1', 'ex12_phoninter': '2', 'total_score': 11, 'total_percentage': 0.44, 'result': 'False', 'filename': 'PHA20241109072_anonym_audio', 'start': 268720, 'end': 575168, 'ex1_response-predicted': {'2': 0.32119378447532654, '3': 0.6788061857223511}, 'ex1_lexical-predicted': {'0': 0.13715699315071106, '1': 0.18375560641288757, '2': 0.37575551867485046, '3': 0.30333182215690613}, 'ex1_grammar-predicted': {'0': 0.17258386313915253, '1': 0.24741874635219574, '2': 0.4080864191055298, '3': 0.17191103100776672}, 'ex2_response-predicted': {'1': 0.13908544182777405, '2': 0.4744419455528259, '3': 0.3864726722240448}, 'ex2_questions-predicted': {'0': 0.12968797981739044, '1': 0.13341327011585236, '2': 0.3166222870349884, '3': 0.420276403427124}, 'ex2_lexical-predicted': '2', 'ex2_grammar-predicted': {'0': 0.16131870448589325, '1': 0.22078606486320496, '2': 0.36398133635520935, '3': 0.25391387939453125}, 'ex12_phoninter-predicted': {'2': 0.21214668452739716, '3': 0.5657967329025269, '4': 0.2220565676689148}, 'result-predicted': {'False': 0.29093047976493835, 'True': 0.7090694904327393}, 'ex2_lexical-predicted+prob': {'0': 3.1424202919006348, '1': 4.909611105918884, '2': 7.3211952447891235, '3': 6.626773476600647}}
{'exam_id': 'PHA20241109015', 'evaluator_id': '241TSTO', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '1', 'ex2_grammar': '2', 'ex12_phoninter': '3', 'total_score': 19, 'total_percentage': 0.76, 'result': 'True', 'filename': 'PHA20241109015_anonym_audio', 'start': 128, 'end': 217792, 'ex1_response-predicted': {'2': 0.2568786144256592, '3': 0.7431214451789856}, 'ex1_lexical-predicted': {'0': 0.11027880012989044, '1': 0.17071978747844696, '2': 0.3295533359050751, '3': 0.38944804668426514}, 'ex1_grammar-predicted': {'0': 0.15550857782363892, '1': 0.23905499279499054, '2': 0.4304225444793701, '3': 0.17501384019851685}, 'ex2_response-predicted': {'1': 0.1340363770723343, '2': 0.4562153220176697, '3': 0.40974828600883484}, 'ex2_questions-predicted': {'0': 0.08890699595212936, '1': 0.10228137671947479, '2': 0.25154703855514526, '3': 0.5572645664215088}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.13394345343112946, '1': 0.1853049099445343, '2': 0.3886204957962036, '3': 0.2921311557292938}, 'ex12_phoninter-predicted': {'2': 0.1495400220155716, '3': 0.601049542427063, '4': 0.24941040575504303}, 'result-predicted': {'False': 0.22875896096229553, 'True': 0.7712410092353821}, 'ex2_lexical-predicted+prob': {'0': 3.4848537668585777, '1': 5.242249518632889, '2': 8.092147529125214, '3': 9.18074905872345}}
{'exam_id': 'PHA20241109005', 'evaluator_id': '241TSTO', 'ex1_response': '3', 'ex1_lexical': '1', 'ex1_grammar': '1', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '1', 'ex2_grammar': '2', 'ex12_phoninter': '3', 'total_score': 17, 'total_percentage': 0.68, 'result': 'True', 'filename': 'PHA20241109005_anonym_audio', 'start': 1488, 'end': 235808, 'ex1_response-predicted': {'2': 0.25027090311050415, '3': 0.7497290968894958}, 'ex1_lexical-predicted': {'0': 0.11545902490615845, '1': 0.17372702062129974, '2': 0.3301995098590851, '3': 0.38061442971229553}, 'ex1_grammar-predicted': {'0': 0.1478864848613739, '1': 0.2463666945695877, '2': 0.43796470761299133, '3': 0.1677820384502411}, 'ex2_response-predicted': {'1': 0.12667439877986908, '2': 0.46211299300193787, '3': 0.4112125635147095}, 'ex2_questions-predicted': {'0': 0.08279786258935928, '1': 0.10344690084457397, '2': 0.2487628012895584, '3': 0.5649924874305725}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.13884149491786957, '1': 0.1771695911884308, '2': 0.3923488259315491, '3': 0.29164010286331177}, 'ex12_phoninter-predicted': {'2': 0.1504790037870407, '3': 0.5974853038787842, '4': 0.25203564763069153}, 'result-predicted': {'False': 0.22516095638275146, 'True': 0.7748390436172485}, 'ex2_lexical-predicted+prob': {'0': 5.551506698131561, '1': 8.504245787858963, '2': 13.378322690725327, '3': 14.565924346446991}}
{'exam_id': 'PHA20241109004', 'evaluator_id': '241TSTO', 'ex1_response': '2', 'ex1_lexical': '0', 'ex1_grammar': '0', 'ex2_response': '3', 'ex2_questions': '2', 'ex2_lexical': '0', 'ex2_grammar': '0', 'ex12_phoninter': '3', 'total_score': 10, 'total_percentage': 0.4, 'result': 'False', 'filename': 'PHA20241109004_anonym_audio', 'start': 128, 'end': 312560, 'ex1_response-predicted': {'2': 0.25173965096473694, '3': 0.7482603192329407}, 'ex1_lexical-predicted': {'0': 0.09356486052274704, '1': 0.19048860669136047, '2': 0.37892431020736694, '3': 0.33702224493026733}, 'ex1_grammar-predicted': {'0': 0.14858101308345795, '1': 0.27401718497276306, '2': 0.4007419943809509, '3': 0.17665983736515045}, 'ex2_response-predicted': {'1': 0.11388630419969559, '2': 0.42251962423324585, '3': 0.4635940492153168}, 'ex2_questions-predicted': {'0': 0.08809822052717209, '1': 0.09089475870132446, '2': 0.2595680058002472, '3': 0.5614389777183533}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.12754973769187927, '1': 0.19738416373729706, '2': 0.4312845468521118, '3': 0.24378153681755066}, 'ex12_phoninter-predicted': {'2': 0.16296976804733276, '3': 0.5772140622138977, '4': 0.2598161995410919}, 'result-predicted': {'False': 0.2113354206085205, 'True': 0.7886645793914795}, 'ex2_lexical-predicted+prob': {'0': 3.9423184990882874, '1': 8.059369593858719, '2': 11.133917763829231, '3': 14.86439397931099}}
{'exam_id': 'PHA20241109001', 'evaluator_id': '241TSTO', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '2', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '4', 'total_score': 23, 'total_percentage': 0.92, 'result': 'True', 'filename': 'PHA20241109001_anonym_audio', 'start': 128, 'end': 217168, 'ex1_response-predicted': {'2': 0.2433725893497467, '3': 0.7566273808479309}, 'ex1_lexical-predicted': {'0': 0.09752827137708664, '1': 0.19646017253398895, '2': 0.36618560552597046, '3': 0.3398258686065674}, 'ex1_grammar-predicted': {'0': 0.15796467661857605, '1': 0.2780839800834656, '2': 0.39134830236434937, '3': 0.172603040933609}, 'ex2_response-predicted': {'1': 0.12143292278051376, '2': 0.43676328659057617, '3': 0.44180384278297424}, 'ex2_questions-predicted': {'0': 0.09723173826932907, '1': 0.09857020527124405, '2': 0.25736257433891296, '3': 0.5468354821205139}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.1350732296705246, '1': 0.20543476939201355, '2': 0.4150403141975403, '3': 0.24445171654224396}, 'ex12_phoninter-predicted': {'2': 0.181217759847641, '3': 0.5640807151794434, '4': 0.25470155477523804}, 'result-predicted': {'False': 0.22354651987552643, 'True': 0.7764534950256348}, 'ex2_lexical-predicted+prob': {'0': 2.9066670313477516, '1': 5.763897135853767, '2': 8.165999114513397, '3': 11.163436532020569}}
{'exam_id': 'PHA20241109029', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '2', 'ex1_grammar': '1', 'ex2_response': '3', 'ex2_questions': '2', 'ex2_lexical': '2', 'ex2_grammar': '2', 'ex12_phoninter': '3', 'total_score': 18, 'total_percentage': 0.72, 'result': 'True', 'filename': 'PHA20241109029_anonym_audio', 'start': 128, 'end': 259423, 'ex1_response-predicted': {'2': 0.2492644488811493, '3': 0.7507355809211731}, 'ex1_lexical-predicted': {'0': 0.1073538064956665, '1': 0.18013526499271393, '2': 0.3599952757358551, '3': 0.3525156080722809}, 'ex1_grammar-predicted': {'0': 0.16049402952194214, '1': 0.2434355467557907, '2': 0.4256419539451599, '3': 0.17042841017246246}, 'ex2_response-predicted': {'1': 0.12235238403081894, '2': 0.4134078323841095, '3': 0.46423986554145813}, 'ex2_questions-predicted': {'0': 0.10343275964260101, '1': 0.10363496840000153, '2': 0.2549382448196411, '3': 0.5379940271377563}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.155484139919281, '1': 0.17683300375938416, '2': 0.3873719871044159, '3': 0.28031086921691895}, 'ex12_phoninter-predicted': {'2': 0.16439460217952728, '3': 0.5833989381790161, '4': 0.2522064745426178}, 'result-predicted': {'False': 0.23881636559963226, 'True': 0.7611836194992065}, 'ex2_lexical-predicted+prob': {'0': 2.9524413123726845, '1': 5.287134483456612, '2': 8.23262333869934, '3': 10.527801036834717}}
{'exam_id': 'PHA20241109031', 'evaluator_id': '228IPAN', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '2', 'ex2_response': '2', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '2', 'ex12_phoninter': '4', 'total_score': 21, 'total_percentage': 0.84, 'result': 'True', 'filename': 'PHA20241109031_anonym_audio', 'start': 25520, 'end': 369776, 'ex1_response-predicted': {'2': 0.24077460169792175, '3': 0.7592254281044006}, 'ex1_lexical-predicted': {'0': 0.10217221081256866, '1': 0.171943798661232, '2': 0.3617900609970093, '3': 0.3640938699245453}, 'ex1_grammar-predicted': {'0': 0.1542198359966278, '1': 0.2313418835401535, '2': 0.44062042236328125, '3': 0.17381785809993744}, 'ex2_response-predicted': {'1': 0.12195228785276413, '2': 0.39003151655197144, '3': 0.48801618814468384}, 'ex2_questions-predicted': {'0': 0.09784958511590958, '1': 0.09982823580503464, '2': 0.2520119249820709, '3': 0.5503102540969849}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.16183985769748688, '1': 0.16771261394023895, '2': 0.39598754048347473, '3': 0.2744600176811218}, 'ex12_phoninter-predicted': {'2': 0.15186309814453125, '3': 0.5913183093070984, '4': 0.25681862235069275}, 'result-predicted': {'False': 0.21683958172798157, 'True': 0.783160388469696}, 'ex2_lexical-predicted+prob': {'0': 2.7224855944514275, '1': 4.891451045870781, '2': 7.6950699388980865, '3': 9.690993338823318}}
{'exam_id': 'PHA20241109053', 'evaluator_id': '056VPEC', 'ex1_response': '2', 'ex1_lexical': '0', 'ex1_grammar': '1', 'ex2_response': '2', 'ex2_questions': '1', 'ex2_lexical': '1', 'ex2_grammar': '1', 'ex12_phoninter': '3', 'total_score': 11, 'total_percentage': 0.44, 'result': 'False', 'filename': 'PHA20241109053_anonym_audio', 'start': 128, 'end': 314496, 'ex1_response-predicted': {'2': 0.24798743426799774, '3': 0.7520125508308411}, 'ex1_lexical-predicted': {'0': 0.10815828293561935, '1': 0.18099841475486755, '2': 0.3571571409702301, '3': 0.35368624329566956}, 'ex1_grammar-predicted': {'0': 0.16101767122745514, '1': 0.22121630609035492, '2': 0.4361979365348816, '3': 0.1815681755542755}, 'ex2_response-predicted': {'1': 0.1259821057319641, '2': 0.394837349653244, '3': 0.4791805148124695}, 'ex2_questions-predicted': {'0': 0.10170378535985947, '1': 0.10457416623830795, '2': 0.24498939514160156, '3': 0.5487326979637146}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.15763750672340393, '1': 0.1636371612548828, '2': 0.3968815803527832, '3': 0.28184372186660767}, 'ex12_phoninter-predicted': {'2': 0.15458768606185913, '3': 0.5831230282783508, '4': 0.26228928565979004}, 'result-predicted': {'False': 0.22346177697181702, 'True': 0.7765381932258606}, 'ex2_lexical-predicted+prob': {'0': 4.11559072136879, '1': 7.354616776108742, '2': 11.419848799705505, '3': 14.109943628311157}}
{'exam_id': 'PHA20241109048', 'evaluator_id': '056VPEC', 'ex1_response': '3', 'ex1_lexical': '3', 'ex1_grammar': '3', 'ex2_response': '3', 'ex2_questions': '3', 'ex2_lexical': '2', 'ex2_grammar': '3', 'ex12_phoninter': '4', 'total_score': 24, 'total_percentage': 0.96, 'result': 'True', 'filename': 'PHA20241109048_anonym_audio', 'start': 128, 'end': 204000, 'ex1_response-predicted': {'2': 0.24104245007038116, '3': 0.7589575052261353}, 'ex1_lexical-predicted': {'0': 0.11863625049591064, '1': 0.17774662375450134, '2': 0.34656959772109985, '3': 0.35704749822616577}, 'ex1_grammar-predicted': {'0': 0.16189977526664734, '1': 0.25607582926750183, '2': 0.42364320158958435, '3': 0.15838120877742767}, 'ex2_response-predicted': {'1': 0.11804644018411636, '2': 0.44506773352622986, '3': 0.4368857741355896}, 'ex2_questions-predicted': {'0': 0.07675005495548248, '1': 0.10429199784994125, '2': 0.2366955578327179, '3': 0.582262396812439}, 'ex2_lexical-predicted': '3', 'ex2_grammar-predicted': {'0': 0.13698448240756989, '1': 0.17971135675907135, '2': 0.41621240973472595, '3': 0.2670917510986328}, 'ex12_phoninter-predicted': {'2': 0.15318663418293, '3': 0.5883724093437195, '4': 0.2584409713745117}, 'result-predicted': {'False': 0.21841919422149658, 'True': 0.7815808057785034}, 'ex2_lexical-predicted+prob': {'0': 2.7658872231841087, '1': 4.49380949139595, '2': 7.208184659481049, '3': 8.532118618488312}}
Predictions:
['3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '2', '2', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '2', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3', '3']
Truths:
['2', '2', '3', '3', '3', '3', '1', '2', '3', '3', '1', '3', '3', '2', '3', '2', '2', '3', '2', '0', '2', '2', '1', '2', '3', '1', '2', '2', '3', '2', '3', '3', '2', '1', '1', '2', '2', '3', '3', '3', '3', '3', '3', '2', '2', '1', '2', '3', '3', '2', '1', '3', '2', '2', '2', '3', '3', '0', '1', '3', '3', '3', '3', '1', '3', '3', '1', '1', '0', '3', '2', '3', '2', '2', '1', '3', '2', '3', '3', '3']
              precision    recall  f1-score   support

           0       0.00      0.00      0.00         3
           1       0.00      0.00      0.00        13
           2       0.14      0.04      0.06        27
           3       0.47      0.92      0.62        37

    accuracy                           0.44        80
   macro avg       0.15      0.24      0.17        80
weighted avg       0.26      0.44      0.31        80

